Startup Name,Industry,Yearly Revenue,Valuation Requested,revenue_multiple,inflation_score,inflation_category,ask_percentage,Total Deal Equity,equity_dilution,fairness_index,fairness_category,got_offer
ShrawaniEngineers,Beauty/Fashion,50.0,200.0,3.92156862745098,-0.20878978654167937,Below Market,9.950248756218906,0.0,-9.950248756218906,97.14925373134328,Highly Fair,0
SkippiIcePops,Food and Beverage,180.0,900.0,4.972375690607735,-0.053528468418123795,Below Market,4.994450610432852,15.0,10.005549389567147,93.98335183129856,Highly Fair,1
Menstrupedia,Children/Education,115.0,500.0,4.310344827586207,-0.306749736485469,Below Market,9.98003992015968,20.0,10.01996007984032,91.05988023952096,Highly Fair,1
Hecoll,Beauty/Fashion,107.0,10000.0,92.5925925925926,3.9718336913056387,Significantly Overvalued,0.9999000099990002,0.0,-0.9999000099990002,53.999700029997,Moderate,0
RaisingSuperstars,Children/Education,1300.0,5000.0,3.8431975403535743,-0.3322490425571193,Below Market,1.999600079984003,4.0,2.000399920015997,90.998800239952,Highly Fair,1
Torch-it,Children/Education,260.0,7500.0,28.735632183908045,1.0265083069818801,Above Market,0.9998666844420744,0.0,-0.9998666844420744,65.99960005332622,Fair,1
Kavach,Children/Education,223.0,50.0,0.2232142857142857,-0.5298463817841547,Below Market,9.803921568627452,10.0,0.19607843137254832,91.58823529411765,Highly Fair,1
LaKheerDeli,Food and Beverage,180.0,667.0,3.685082872928177,-0.06447018382551485,Below Market,7.48502994011976,0.0,-7.48502994011976,98.54491017964072,Highly Fair,1
BeyondSnack,Food and Beverage,60.0,2000.0,32.78688524590164,0.18288895236635475,Fair Market,2.498750624687656,2.5,0.0012493753123439255,74.49625187406298,Fair,1
VivalyfInnovations,Medical/Health,0.0,747.0,747.0,,,7.4866310160427805,33.33,25.84336898395722,74.45989304812834,Fair,1
MotionBreeze,Vehicles/Electrical Vehicles,0.0,1000.0,1000.0,,,2.997002997002997,6.0,3.002997002997003,60.99100899100899,Fair,1
Altor,Manufacturing,242.0,1000.0,4.11522633744856,-0.38398704584394167,Below Market,4.9950049950049955,7.0,2.0049950049950045,93.98501498501498,Highly Fair,1
Ariro,Manufacturing,300.0,2000.0,6.644518272425249,-0.2609670100960482,Below Market,2.498750624687656,10.0,7.501249375312344,86.49625187406296,Highly Fair,1
KabiraHandmad,Food and Beverage,180.0,2000.0,11.049723756906078,-0.001872301258766868,Below Market,4.997501249375312,0.0,-4.997501249375312,93.99250374812594,Highly Fair,1
Nuutjob,Beauty/Fashion,380.0,500.0,1.3123359580052494,-0.3318087714283239,Below Market,4.990019960079841,20.0,15.009980039920158,93.97005988023952,Highly Fair,1
Meatyour,Food and Beverage,130.0,600.0,4.580152671755725,-0.056862280733058004,Below Market,4.9916805324459235,20.0,15.008319467554077,93.97504159733776,Highly Fair,1
EventBeep,Children/Education,120.0,1500.0,12.396694214876034,0.13464488072467434,Fair Market,1.9986675549633577,3.0,1.0013324450366423,78.99600266489007,Fair,1
Gopal's56,Food and Beverage,80.0,120000.0,1000.0,8.403994900127497,Significantly Overvalued,24.999791668402764,0.0,-24.999791668402764,42.0,Moderate,0
ARRCOATSurfaceTextures,Manufacturing,242.0,1000.0,4.11522633744856,-0.38398704584394167,Below Market,4.9950049950049955,15.0,10.004995004995004,93.98501498501498,Highly Fair,1
Farda,Beauty/Fashion,380.0,300.0,0.7874015748031497,-0.3565581530031518,Below Market,9.966777408637874,20.0,10.033222591362126,91.09966777408638,Highly Fair,1
Auli,Beauty/Fashion,250.0,1875.0,7.47011952191235,-0.04148422810408531,Below Market,3.997867803837954,15.0,11.002132196162046,90.99360341151386,Highly Fair,1
SweeDesi,Food and Beverage,180.0,1333.0,7.3646408839779,-0.03319472261812239,Below Market,2.998500749625187,0.0,-2.998500749625187,87.99550224887557,Highly Fair,0
LOKA,Technology/Software,120.0,800.0,6.6115702479338845,-0.36448149626697696,Below Market,4.9937578027465666,24.0,19.006242197253435,93.9812734082397,Highly Fair,1
Annie,Children/Education,500.0,6000.0,11.976047904191615,0.11168383756504452,Fair Market,0.4999166805532411,3.0,2.500083319446759,74.49975004165972,Fair,1
Carragreen,Green/CleanTech,295.0,500.0,1.6891891891891893,-0.7642813267813267,Below Market,9.98003992015968,20.0,10.01996007984032,91.05988023952096,Highly Fair,1
TheYarnBazaar,Manufacturing,180.0,2500.0,13.812154696132596,0.08765343852785004,Fair Market,1.9992003198720512,10.0,8.00079968012795,78.99760095961615,Fair,1
TheRenalProject,Medical/Health,300.0,3333.0,11.073089700996675,-0.7526955170034164,Below Market,2.9994001199760048,6.0,3.0005998800239952,87.998200359928,Highly Fair,1
MorrikoPureFoods,Food and Beverage,180.0,3333.0,18.414364640883974,0.060725581307981086,Fair Market,2.9994001199760048,0.0,-2.9994001199760048,81.998200359928,Highly Fair,1
GoodGoodPiggy,Technology/Software,0.0,900.0,900.0,,,4.994450610432852,0.0,-4.994450610432852,66.98335183129856,Fair,0
HammerLifestyle,Electronics,1000.0,1000.0,0.999000999000999,0.709639757832529,Fair Market,2.997002997002997,40.0,37.002997002997006,87.99100899100898,Highly Fair,1
PNTRobotics,Technology/Software,120.0,1250.0,10.330578512396697,-0.30077803164788114,Below Market,3.996802557953637,25.0,21.003197442046364,84.99040767386091,Highly Fair,1
Cocofit,Food and Beverage,100.0,0.0,0.0,-0.09579260518487037,Below Market,0.005,5.0,4.995,79.015,Fair,1
BambooIndia,Manufacturing,380.0,2000.0,5.2493438320209975,-0.3288256891040371,Below Market,3.99800099950025,3.5,-0.4980009995002499,84.99400299850075,Highly Fair,1
FlyingFur,Animal/Pets,177.0,1071.0,6.01685393258427,0.03924723724973412,Fair Market,6.996268656716417,0.0,-6.996268656716417,93.98880597014926,Highly Fair,0
BeyondWater,Food and Beverage,180.0,1875.0,10.359116022099448,-0.007742320254148336,Below Market,3.997867803837954,15.0,11.002132196162046,90.99360341151386,Highly Fair,1
Let'sTry,Food and Beverage,180.0,2250.0,12.430939226519335,0.009867736731996053,Fair Market,1.9991115059973343,12.0,10.000888494002666,78.997334517992,Fair,1
FindYourKicksIndia,Beauty/Fashion,380.0,500.0,1.3123359580052494,-0.3318087714283239,Below Market,9.98003992015968,25.0,15.01996007984032,91.05988023952096,Highly Fair,1
AasVidyalaya,Children/Education,150.0,5000.0,33.11258278145695,1.2654248243153357,Above Market,2.9994001199760048,15.0,12.000599880023994,71.998200359928,Fair,1
Outbox,Business Services,110.0,1000.0,9.00900900900901,-0.12162364248501531,Below Market,4.9950049950049955,0.0,-4.9950049950049955,93.98501498501498,Highly Fair,0
RoadBounce,Technology/Software,250.0,800.0,3.187250996015936,-0.4231371874611864,Below Market,9.987515605493131,20.0,10.012484394506869,91.03745318352061,Highly Fair,1
Mommy'sKitchen,Food and Beverage,92.0,3000.0,32.25806451612903,0.1783940885348834,Fair Market,2.9990003332222592,0.0,-2.9990003332222592,75.99700099966678,Fair,0
IndiaHempandCo,Food and Beverage,27.0,1250.0,44.642857142857146,0.2836621941594317,Fair Market,3.996802557953637,0.0,-3.996802557953637,78.99040767386091,Fair,1
Otua,Vehicles/Electrical Vehicles,2.0,10000.0,1000.0,0.0,Below Market,0.9999000099990002,1.0,9.99900009998056e-05,63.999700029997,Fair,1
Anthyesti,Business Services,116.0,2000.0,17.094017094017094,0.24109542817483595,Fair Market,2.498750624687656,0.0,-2.498750624687656,80.49625187406296,Highly Fair,0
Ethik,Manufacturing,12.0,300.0,23.076923076923077,0.5382744687219396,Fair Market,4.983388704318937,0.0,-4.983388704318937,81.95016611295681,Highly Fair,0
WeSTOCK,Animal/Pets,54.0,1000.0,18.181818181818183,1.040478862701085,Above Market,4.9950049950049955,10.0,5.0049950049950045,71.98501498501498,Fair,1
KetoIndia,Food and Beverage,180.0,12000.0,66.29834254143647,0.4677292183717507,Fair Market,1.2498958420131656,0.0,-1.2498958420131656,76.7496875260395,Fair,1
Magiclock,Hardware,0.0,1500.0,1000.0,,,7.994670219853431,0.0,-7.994670219853431,75.9840106595603,Fair,0
TheStatePlate,Food and Beverage,180.0,3250.0,17.955801104972377,0.056827888695047825,Fair Market,1.9993848046754843,3.0,1.0006151953245157,72.99815441402646,Fair,1
Bakarmax,Technology/Software,35.0,700.0,19.444444444444443,-0.14466522020478859,Below Market,4.9928673323823105,0.0,-4.9928673323823105,87.97860199714694,Highly Fair,0
INACAN,Food and Beverage,180.0,2500.0,13.812154696132596,0.021607774722759005,Fair Market,1.9992003198720512,10.0,8.00079968012795,78.99760095961615,Fair,1
Get-A-Whey,Food and Beverage,360.0,1250.0,3.4626038781163433,-0.06636120800581093,Below Market,7.993605115907274,15.0,7.006394884092726,97.01918465227818,Highly Fair,1
Sid07Designs,Hardware,0.0,470.0,470.0,,,9.978768577494693,75.0,65.02123142250531,75.93630573248407,Fair,1
TheQuirkyNaari,Beauty/Fashion,380.0,700.0,1.837270341207349,-0.307059389853496,Below Market,4.9928673323823105,24.0,19.00713266761769,93.97860199714694,Highly Fair,1
HairOriginals,Beauty/Fashion,380.0,3000.0,7.874015748031496,-0.02244150174297517,Below Market,1.9993335554815064,4.0,2.000666444518494,84.99800066644451,Highly Fair,1
Poo-de-Cologne,Beauty/Fashion,380.0,1500.0,3.937007874015748,-0.2080618635541844,Below Market,4.996668887408394,0.0,-4.996668887408394,93.99000666222518,Highly Fair,0
Moonshine,Food and Beverage,372.0,16000.0,42.89544235924933,0.2688095398151239,Fair Market,0.4999687519530029,0.0,-0.4999687519530029,74.499906255859,Fair,1
Falhari,Food and Beverage,180.0,2500.0,13.812154696132596,0.021607774722759005,Fair Market,1.9992003198720512,0.0,-1.9992003198720512,78.99760095961615,Fair,1
NamhyaFoods,Food and Beverage,180.0,2000.0,11.049723756906078,-0.001872301258766868,Below Market,4.997501249375312,10.0,5.002498750624688,87.99250374812594,Highly Fair,1
UrbanMonkey,Beauty/Fashion,2500.0,10000.0,3.9984006397441023,-0.20516734371786408,Below Market,0.9999000099990002,0.0,-0.9999000099990002,87.999700029997,Highly Fair,1
GuardianGears,Manufacturing,250.0,600.0,2.3904382470119523,-0.4678775171686794,Below Market,4.9916805324459235,0.0,-4.9916805324459235,93.97504159733776,Highly Fair,1
ModernMyth,Beauty/Fashion,380.0,1500.0,3.937007874015748,-0.2080618635541844,Below Market,4.996668887408394,0.0,-4.996668887408394,93.99000666222518,Highly Fair,0
TheSassBar,Beauty/Fashion,380.0,500.0,1.3123359580052494,-0.3318087714283239,Below Market,7.984031936127744,35.0,27.015968063872258,97.04790419161677,Highly Fair,1
KGAgrotech,Agriculture,0.0,300.0,300.0,,,9.966777408637874,40.0,30.033222591362126,75.90033222591362,Fair,1
NuskhaKitchen,Food and Beverage,180.0,200.0,1.1049723756906078,-0.08640057479226002,Below Market,9.950248756218906,0.0,-9.950248756218906,91.14925373134328,Highly Fair,0
PawsIndia,Animal/Pets,300.0,1250.0,4.152823920265781,-0.11417087076001806,Below Market,3.996802557953637,15.0,11.003197442046364,90.99040767386091,Highly Fair,1
SunfoxTechnologies,Medical/Health,120.0,5000.0,41.32231404958678,0.15924974523927585,Fair Market,1.999600079984003,6.0,4.000399920015997,78.998800239952,Fair,1
Alpino,Food and Beverage,180.0,7500.0,41.43646408839779,0.25640853453801776,Fair Market,1.9997333688841483,0.0,-1.9997333688841483,78.99920010665244,Fair,1
IsakFragrances,Beauty/Fashion,380.0,625.0,1.6404199475065615,-0.3163404079440565,Below Market,7.987220447284344,50.0,42.01277955271566,97.03833865814697,Highly Fair,1
JulaaAutomation,Manufacturing,0.0,500.0,500.0,,,9.98003992015968,0.0,-9.98003992015968,81.94011976047904,Highly Fair,0
RarePlanet,Manufacturing,242.0,6500.0,26.74897119341564,0.7168760308081537,Fair Market,0.9998461775111522,3.0,2.0001538224888478,75.99953853253345,Fair,1
ThekaCoffee,Food and Beverage,180.0,500.0,2.7624309392265194,-0.0723125292033445,Below Market,9.98003992015968,0.0,-9.98003992015968,91.05988023952096,Highly Fair,0
WattTechnovations,Medical/Health,110.0,0.0,0.0,-1.086523967440458,Significantly Undervalued,0.101,4.0,3.899,63.303,Fair,1
AlisteTechnologies,Technology/Software,63.0,1200.0,18.75,-0.1565604659129839,Below Market,4.995836802664446,0.0,-4.995836802664446,87.98751040799334,Highly Fair,1
InsuranceSamadhan,Business Services,104.0,10000.0,95.23809523809524,3.746886282552501,Significantly Overvalued,0.9999000099990002,4.0,3.000099990001,53.999700029997,Moderate,1
HumpyA2,Food and Beverage,208.0,1875.0,8.971291866028707,-0.019538530675489097,Below Market,3.997867803837954,15.0,11.002132196162046,90.99360341151386,Highly Fair,1
KunafaWorld,Food and Beverage,200.0,1800.0,8.955223880597014,-0.019675105137296943,Below Market,4.997223764575236,0.0,-4.997223764575236,93.9916712937257,Highly Fair,0
GoldSafeSolutions,Manufacturing,60.0,1000.0,16.39344262295082,0.21320246220577913,Fair Market,4.9950049950049955,30.0,25.004995004995003,81.98501498501498,Highly Fair,1
WakaoFoods,Food and Beverage,72.0,1500.0,20.54794520547945,0.07886056273250702,Fair Market,4.996668887408394,21.0,16.003331112591606,81.99000666222518,Highly Fair,1
PDDFalcon,Manufacturing,242.0,2500.0,10.2880658436214,-0.08375166130246109,Below Market,2.9988004798080765,0.0,-2.9988004798080765,87.99640143942423,Highly Fair,1
PlayBoxTV,Business Services,1020.0,2857.0,2.7982370225269344,-0.4002585454227486,Below Market,3.498950314905528,0.0,-3.498950314905528,95.49685094471658,Highly Fair,1
Sippline,Manufacturing,242.0,500.0,2.05761316872428,-0.48406550735776854,Below Market,14.97005988023952,0.0,-14.97005988023952,76.08982035928145,Fair,0
KabaddiAdda,Fitness/Sports/Outdoors,250.0,8000.0,31.872509960159363,0.7613462841205895,Fair Market,0.9998750156230471,6.0,5.000124984376953,75.99962504686914,Fair,1
ShadesofSpring,Business Services,900.0,30000.0,33.29633740288568,0.9679828354816369,Fair Market,0.9999666677777408,0.0,-0.9999666677777408,75.99990000333322,Fair,0
Scholify,Children/Education,0.0,667.0,667.0,,,7.48502994011976,0.0,-7.48502994011976,74.45508982035928,Fair,0
Scrapshala,Manufacturing,27.0,500.0,17.857142857142858,0.28439410783768765,Fair Market,9.98003992015968,0.0,-9.98003992015968,91.05988023952096,Highly Fair,0
Sabjikothi,Manufacturing,0.0,2400.0,1000.0,,,2.4989587671803415,0.0,-2.4989587671803415,59.49687630154102,Moderate,0
AyuRythm,Medical/Health,110.0,3750.0,33.78378378378378,-0.06801978342527032,Below Market,1.999466808850973,2.68,0.6805331911490271,84.99840042655292,Highly Fair,1
Astrix,Manufacturing,75.0,2500.0,32.89473684210526,1.01579459348761,Above Market,2.9988004798080765,0.0,-2.9988004798080765,65.99640143942423,Fair,0
TheaAndSid,Business Services,16.0,1143.0,67.23529411764706,2.4905919299078985,Significantly Overvalued,6.993006993006993,0.0,-6.993006993006993,65.97902097902099,Fair,0
ExperentialEtc,Technology/Software,100.0,5000.0,49.504950495049506,0.37024581183709326,Fair Market,3.999200159968006,0.0,-3.999200159968006,84.99760047990402,Highly Fair,1
GrowFitter,Technology/Software,170.0,5000.0,29.239766081871345,0.02312035083712477,Fair Market,0.9998000399920016,2.0,1.0001999600079983,75.999400119976,Fair,1
C3Med-Tech,Medical/Health,110.0,583.0,5.252252252252252,-0.9281805169655637,Below Market,5.993150684931506,0.0,-5.993150684931506,96.97945205479452,Highly Fair,1
ColourMeMad-CMM,Beauty/Fashion,380.0,400.0,1.0498687664041997,-0.34418346221573787,Below Market,9.975062344139651,25.0,15.024937655860349,91.07481296758104,Highly Fair,1
Mavi's,Food and Beverage,180.0,800.0,4.419889502762431,-0.058224483614428967,Below Market,4.9937578027465666,0.0,-4.9937578027465666,93.9812734082397,Highly Fair,0
TweekLabs,Fitness/Sports/Outdoors,270.0,2000.0,7.380073800738008,2.2940857322937448e-06,Fair Market,1.999000499750125,10.0,8.000999500249875,78.99700149925037,Fair,1
Proxgy,Technology/Software,120.0,3500.0,28.925619834710744,0.01773929144759753,Fair Market,0.9997143673236218,10.0,9.000285632676379,75.99914310197087,Fair,1
NomadFoodProject,Food and Beverage,180.0,400.0,2.2099447513812156,-0.07700854439964967,Below Market,9.975062344139651,20.0,10.024937655860349,91.07481296758104,Highly Fair,1
TweeInOne,Beauty/Fashion,380.0,400.0,1.0498687664041997,-0.34418346221573787,Below Market,7.481296758104739,0.0,-7.481296758104739,98.55610972568579,Highly Fair,0
GreenProtein,Food and Beverage,180.0,3000.0,16.574585635359117,0.04508785070428489,Fair Market,1.9993335554815064,0.0,-1.9993335554815064,78.99800066644451,Fair,1
On2Cook,Food and Beverage,0.0,10000.0,1000.0,,,0.9999000099990002,0.0,-0.9999000099990002,58.0,Moderate,0
JainShikanji,Food and Beverage,180.0,500.0,2.7624309392265194,-0.0723125292033445,Below Market,7.984031936127744,30.0,22.015968063872258,97.04790419161677,Highly Fair,1
Woloo,Technology/Software,108.0,1250.0,11.46788990825688,-0.2812968498071792,Below Market,3.996802557953637,0.0,-3.996802557953637,90.99040767386091,Highly Fair,1
ElcareIndia,Medical/Health,60.0,4000.0,65.57377049180327,0.8903759569431194,Fair Market,2.499375156210947,0.0,-2.499375156210947,74.49812546863284,Fair,0
SneaKare,Beauty/Fashion,380.0,400.0,1.0498687664041997,-0.34418346221573787,Below Market,4.987531172069826,12.0,7.012468827930174,93.96259351620947,Highly Fair,1
FrenchCrown,Beauty/Fashion,7200.0,45455.0,6.312317733648104,-0.09607177116227701,Below Market,0.3299894403379091,0.0,-0.3299894403379091,85.98996832101372,Highly Fair,1
StoreMyGoods,Business Services,100.0,5714.0,56.57425742574257,2.012304056785221,Significantly Overvalued,1.7497812773403325,4.0,2.2502187226596675,50.249343832021,Moderate,1
Devnagri,Technology/Software,500.0,10000.0,19.960079840319363,-0.13583282219391293,Below Market,0.9999000099990002,0.0,-0.9999000099990002,81.999700029997,Highly Fair,1
WitBlox,Manufacturing,242.0,2000.0,8.23045267489712,-0.18383012281628797,Below Market,2.998500749625187,10.0,7.001499250374813,87.99550224887557,Highly Fair,1
Kineer,Food and Beverage,180.0,1000.0,5.524861878453039,-0.04883245322181862,Below Market,9.990009990009993,0.0,-9.990009990009993,91.02997002997002,Highly Fair,0
PiChem,Manufacturing,242.0,800.0,3.292181069958848,-0.42401843044947235,Below Market,4.9937578027465666,0.0,-4.9937578027465666,93.9812734082397,Highly Fair,0
Clensta,Beauty/Fashion,380.0,10000.0,26.246719160104988,0.8437868533760012,Fair Market,0.9999000099990002,0.0,-0.9999000099990002,75.999700029997,Fair,0
InfinitiInsects,Animal/Pets,177.0,250.0,1.404494382022472,-0.34037083275535207,Below Market,9.9601593625498,0.0,-9.9601593625498,91.11952191235059,Highly Fair,0
AshwaPro,Business Services,255.0,500.0,1.953125,-0.4381729475100943,Below Market,9.98003992015968,0.0,-9.98003992015968,91.05988023952096,Highly Fair,0
Mine4Nine,Beauty/Fashion,260.0,1875.0,7.183908045977011,-0.054978404244365314,Below Market,3.997867803837954,0.0,-3.997867803837954,90.99360341151386,Highly Fair,0
StudioBeej,Beauty/Fashion,112.0,1000.0,8.849557522123893,0.02355292419254567,Fair Market,7.492507492507492,0.0,-7.492507492507492,92.52247752247752,Highly Fair,0
Sattuz,Food and Beverage,25.0,500.0,19.23076923076923,0.06766484684036744,Fair Market,4.990019960079841,0.0,-4.990019960079841,81.97005988023952,Highly Fair,0
Scintiglo,Medical/Health,0.0,7500.0,1000.0,,,0.9998666844420744,0.0,-0.9998666844420744,58.0,Moderate,1
Glii,Business Services,255.0,1000.0,3.90625,-0.3505495737999103,Below Market,3.996003996003996,0.0,-3.996003996003996,90.98801198801199,Highly Fair,0
StanleeIndia,Electronics,9850.0,2000.0,0.2030250735965891,-0.24936738120892876,Below Market,2.998500749625187,0.0,-2.998500749625187,93.99550224887557,Highly Fair,0
SpaceKidzIndia,Manufacturing,242.0,5000.0,20.5761316872428,0.4166406462666732,Fair Market,1.999600079984003,0.0,-1.999600079984003,78.998800239952,Fair,0
UrbanNaps,Business Services,255.0,1250.0,4.8828125,-0.30673788694481835,Below Market,3.996802557953637,0.0,-3.996802557953637,90.99040767386091,Highly Fair,1
Gizmoswala,Entertainment,65.0,1500.0,22.727272727272727,-0.28998647896285695,Below Market,4.996668887408394,0.0,-4.996668887408394,87.99000666222518,Highly Fair,0
ZyppElectric,Vehicles/Electrical Vehicles,2.0,22000.0,1000.0,0.0,Below Market,0.9999545475205672,0.0,-0.9999545475205672,69.9998636425617,Fair,0
Picsniff,Technology/Software,120.0,5500.0,45.45454545454545,0.30086580086580084,Fair Market,0.9998182148700236,0.0,-0.9998182148700236,75.99945464461007,Fair,1
Deciwood,Electronics,9850.0,1429.0,0.1450614150847629,-0.31920311435570736,Below Market,3.4965034965034967,0.0,-3.4965034965034967,95.48951048951048,Highly Fair,0
HappyBar,Food and Beverage,180.0,3000.0,16.574585635359117,0.04508785070428489,Fair Market,1.9993335554815064,0.0,-1.9993335554815064,78.99800066644451,Fair,0
Tathastulive,Business Services,255.0,500.0,1.953125,-0.4381729475100943,Below Market,9.98003992015968,0.0,-9.98003992015968,91.05988023952096,Highly Fair,0
BandsandCups,Beauty/Fashion,380.0,400.0,1.0498687664041997,-0.34418346221573787,Below Market,9.975062344139651,0.0,-9.975062344139651,91.07481296758104,Highly Fair,0
MyWealthProtector,Business Services,255.0,2000.0,7.8125,-0.17530282637954242,Below Market,2.498750624687656,0.0,-2.498750624687656,86.49625187406296,Highly Fair,0
TheIris,Manufacturing,242.0,67.0,0.2757201646090535,-0.5707334550287426,Below Market,14.705882352941178,0.0,-14.705882352941178,76.88235294117646,Fair,0
Canebot,Food and Beverage,200.0,4000.0,19.90049751243781,0.07335739492084836,Fair Market,2.499375156210947,0.0,-2.499375156210947,80.49812546863284,Highly Fair,0
OyeDelhiOye,Food and Beverage,180.0,350.0,1.9337016574585637,-0.07935655199780225,Below Market,9.971509971509972,0.0,-9.971509971509972,91.08547008547008,Highly Fair,0
InaliAssistiveTech,Medical/Health,110.0,1000.0,9.00900900900901,-0.8149228517030748,Below Market,4.9950049950049955,0.0,-4.9950049950049955,93.98501498501498,Highly Fair,0
Meera'sCelebrations,Business Services,255.0,200.0,0.78125,-0.49074697173620463,Below Market,24.875621890547265,0.0,-24.875621890547265,70.0,Fair,0
Artment,Lifestyle/Home,330.0,6800.0,20.54380664652568,0.7251466433868248,Fair Market,2.499632406998971,0.0,-2.499632406998971,80.49889722099691,Highly Fair,1
Powertree,Manufacturing,242.0,6000.0,24.69135802469136,0.6167975692943269,Fair Market,2.4995834027662056,0.0,-2.4995834027662056,80.49875020829862,Highly Fair,0
Eume,Beauty/Fashion,1200.0,7500.0,6.244796003330558,-0.09925525679723911,Below Market,1.9997333688841483,0.0,-1.9997333688841483,90.99920010665244,Highly Fair,1
Hoovu,Business Services,255.0,8000.0,31.25,0.8761776581426649,Fair Market,0.9998750156230471,2.0,1.0001249843769529,75.99962504686914,Fair,1
Dorji,Food and Beverage,180.0,600.0,3.314917127071823,-0.06761651400703933,Below Market,4.9916805324459235,15.0,10.008319467554077,93.97504159733776,Highly Fair,1
Recode,Beauty/Fashion,380.0,10000.0,26.246719160104988,0.8437868533760012,Fair Market,0.9999000099990002,0.0,-0.9999000099990002,75.999700029997,Fair,0
VeryMuchIndian,Beauty/Fashion,150.0,1667.0,11.039735099337747,0.1268144789881069,Fair Market,2.997601918465228,10.0,7.002398081534772,81.99280575539568,Highly Fair,1
WatchoutWearables,Electronics,9850.0,4000.0,0.4060501471931783,-0.0047588588033996345,Below Market,4.998750312421894,10.0,5.001249687578106,93.99625093726567,Highly Fair,1
SoupX,Food and Beverage,180.0,1250.0,6.906077348066298,-0.037092415231055685,Below Market,5.995203836930456,18.0,12.004796163069544,90.98561151079137,Highly Fair,1
ATMOSPHERE,Food and Beverage,180.0,2500.0,13.812154696132596,0.021607774722759005,Fair Market,2.9988004798080765,0.0,-2.9988004798080765,81.99640143942423,Highly Fair,1
Stage,Entertainment,65.0,30000.0,454.54545454545456,2.0712240515390126,Significantly Overvalued,0.9999666677777408,0.6,-0.3999666677777408,41.999900003333224,Moderate,1
Girgit,Beauty/Fashion,380.0,200.0,0.5249343832020997,-0.3689328437905658,Below Market,9.950248756218906,20.0,10.049751243781094,91.14925373134328,Highly Fair,1
GearHeadMotors,Vehicles/Electrical Vehicles,2.0,3750.0,1000.0,0.0,Below Market,1.999466808850973,6.67,4.670533191149027,72.99840042655292,Fair,1
PatilKaki,Food and Beverage,180.0,1600.0,8.839779005524862,-0.020656362043987565,Below Market,2.4984384759525295,4.0,1.5015615240474705,86.49531542785759,Highly Fair,1
Brandsdaddy,Manufacturing,242.0,1400.0,5.761316872427984,-0.3039242766328802,Below Market,4.996431120628123,5.0,0.0035688793718771095,87.98929336188436,Highly Fair,1
Winston,Beauty/Fashion,380.0,2500.0,6.561679790026247,-0.08431495568004492,Below Market,3.9984006397441023,10.0,6.001599360255898,90.9952019192323,Highly Fair,1
Flatheads,Beauty/Fashion,380.0,2500.0,6.561679790026247,-0.08431495568004492,Below Market,2.9988004798080765,0.0,-2.9988004798080765,87.99640143942423,Highly Fair,1
OrganicSmokes,Beauty/Fashion,380.0,10000.0,26.246719160104988,0.8437868533760012,Fair Market,0.9999000099990002,0.0,-0.9999000099990002,75.999700029997,Fair,0
